Image Preview,Image URL,Video Preview,Video URL,Ad ID,Advertiser Name,Ad Text,Ad Text Eng,View Ad,Landing Page URL,CTA Button,Active Days,Text Variants,Image Variants,Platform Count,Same Image Count,Has Video,Total Images,Total Videos,Has Carousel,Media Type,Age Targeting,Course Subjects,Offers,,,Age Targeting,Course Subjects,Offers,Course Subjects,Offers,Search Term
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105369_35_1763825935520.jpg,,,discovered_1763825105369_35,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 9 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},,6,1,63,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,pemrograman,"GRATIS, coba",pemrograman,"GRATIS, coba",Kodland Indonesia
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105371_60_1763825940639.jpg,,,discovered_1763825105371_60,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 9 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Learn More,8,1,8,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,pemrograman,"GRATIS, coba",pemrograman,"GRATIS, coba",Kodland Indonesia
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105345_3_1763825927763.jpg,,,discovered_1763825105345_3,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 9 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 9 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Learn More,9,1,8,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,pemrograman,"GRATIS, coba",pemrograman,"GRATIS, coba",Kodland Indonesia
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105368_28_1763825934110.jpg,,,discovered_1763825105368_28,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Learn More,11,1,63,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,pemrograman,"GRATIS, coba",,"GRATIS, coba",Kodland Indonesia
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105370_52_1763825939112.jpg,,,discovered_1763825105370_52,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Learn More,11,1,63,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,,"GRATIS, coba",,Demo,Kodland Indonesia
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105352_8_1763825929057.jpg,,,discovered_1763825105352_8,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",https://www.facebook.com/ads/library/?id=1539327810552773,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},See more,12,1,63,0,1,No,8,0,Yes,carousel,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105366_18_1763825931412.jpg,,,discovered_1763825105366_18,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",https://www.facebook.com/ads/library/?id=1539327810552773,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},See more,12,1,63,0,1,No,8,0,Yes,carousel,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105369_36_1763825935761.jpg,,,discovered_1763825105369_36,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},,12,1,63,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105372_68_1763825942161.jpg,,,discovered_1763825105372_68,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Learn More,12,1,63,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105373_79_1763825944445.jpg,,,discovered_1763825105373_79,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Learn More,12,1,63,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105373_85_1763825945437.jpg,,,discovered_1763825105373_85,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiri👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",https://www.facebook.com/ads/library/?id=1577345736592292,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},Open Dropdown​,14,1,7,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105354_9_1763825929311.jpg,,,discovered_1763825105354_9,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiriKelas uji coba hanya cocok untuk anak-anak di atas 8 tahun.👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons 👉Click ""More"" for FREE Lessons",https://www.facebook.com/ads/library/?id=1539327810552773,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},See more,16,1,63,0,1,No,8,0,Yes,carousel,,,"GRATIS, coba",,,,,,,,
,https://osokxlweresllgbclkme.supabase.co/storage/v1/object/public/competitor-creatives/Kodland%20Indonesia/discovered_1763825105373_86_1763825945686.jpg,,,discovered_1763825105373_86,Kodland Indonesia,"Kami memberikan pelajaran uji coba individu tentang kreativitas digital Di kelas, anak anda akan :✅membuat karakter dan lingkungan mereka sendiri✅mempelajari cara menganimasikan karakter di program komputer teratas✅menulis skrip untuk karakternya✅membuat kartun 2Dnya sendiri👉Klik ""Selengkapnya"" untuk Pelajaran GRATIS","We provide individual trial lessons on digital creativity In the class, your child will: ✅create their own characters and environments ✅learn how to animate characters in top computer programs ✅write scripts for their characters ✅create their own 2D cartoons The trial class is only suitable for children over 8 years old. 👉Click ""More"" for FREE Lessons",,https://www.kodland.org/welcome/quiz/indo_base_1?segment=4&date_start=0&date_end=6&utm_source={{site_source_name}}&utm_medium={{placement}}&utm_campaign={{adset.name}}&utm_content={{ad.id}}&utm_term={{ad.name}},,16,1,7,0,1,No,1,0,No,single_image,,,"GRATIS, coba",,,,,,,,
